question_id,report_id,turn_index,gold_turn_type,correct,pred_answer,gold_answer,band,p_correct,reason,checks,error,latency_ms,input_tokens,output_tokens,cost_usd,unscored
Single_UPS/2017/page_31.pdf-2_q0,Single_UPS/2017/page_31.pdf-2,0,Program,True,95.75,95.75,high,0.99,"All six checks pass. Both operands (195.75 for 2017, 100.0 for 2012) are correctly sourced from their cited table cells. Periods match the question's explicit scope. The subtract operation correctly computes the change (new − old) between the two values. Calculator trajectory verifies 195.75 − 100 = 95.75. Units and scale are consistent with the cumulative return index baseline.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22896.0,10.0,2276.0,0.022564,False
Single_UPS/2017/page_31.pdf-2_q1,Single_UPS/2017/page_31.pdf-2,1,Program,True,95.8%,95.75%,high,0.995,"All six checks pass. Prior turn's change (95.75) correctly verified as 195.75 − 100.0. Current turn properly reuses it and computes percentage correctly: (95.75 ÷ 100) × 100 = 95.75%, rounded to 95.8%. Operand, period, program, arithmetic, and scale all independently verified against source.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,27665.0,10.0,2806.0,0.025408,False
Single_CAT/2017/page_113.pdf-3_q0,Single_CAT/2017/page_113.pdf-3,0,Number,True,316,316,high,0.99,All six checks pass. Straightforward table lookup for 2019 amortization expense from the forward schedule; value 316 (in millions) is clearly present in the cited table cell; no calculation required; no prior-turn references; unit scale matches source convention.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,43964.0,10.0,4176.0,0.032159999999999994,False
Single_CAT/2017/page_113.pdf-3_q1,Single_CAT/2017/page_113.pdf-3,1,Number,True,322,322,low,0.65,"The provided table JSON does not explicitly show 2018; it starts with 2019 (value 316). The agent infers an unlabeled 2018 column with value 322 drawn from a row label ""$ 322"", but the value 322 is not verifiable as a data entry in the table shown. While plausible in context, operand and period cannot be confirmed.","{""operand_in_source"": ""cannot_tell"", ""period_matches"": ""cannot_tell"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,90770.0,10.0,8922.0,0.055912,False
Single_CAT/2017/page_113.pdf-3_q2,Single_CAT/2017/page_113.pdf-3,2,Program,True,-6,-6,low,0.52,"Cannot verify Turn 2's answer of 322 for 2018 from provided source excerpt; table shows only 2019 onward and historical 2015–2017, with no 2018 value found. Arithmetic is correct but operand grounding is unverified.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""cannot_tell"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,123975.0,10.0,11806.0,0.07081000000000001,False
Single_CAT/2017/page_113.pdf-3_q3,Single_CAT/2017/page_113.pdf-3,3,Program,True,-1.9%,-1.9%,high,0.96,All operands correctly reused and referenced from prior turns; program accurately computes percentage change over base value per financial convention; arithmetic fully verified; answer appropriately scaled and rounded.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,100217.0,10.0,12383.0,0.073987,False
Single_MO/2012/page_44.pdf-4_q0,Single_MO/2012/page_44.pdf-4,0,Program,True,10.2,10.2,high,0.99,"All six checks pass. Operands (734.6 and 724.4) verified in table; periods (2010 and 2011) correctly matched; arithmetic (734.6 − 724.4 = 10.2) confirmed by calculator; subtraction is standard for ""difference"" between two time periods.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,28500.0,10.0,2744.0,0.027011999999999998,False
Single_MO/2012/page_44.pdf-4_q1,Single_MO/2012/page_44.pdf-4,1,Number,True,724.4,724.4,high,0.995,All six checks pass. Direct table lookup with value 724.4 exactly matching the cited 2010 total smokeless products cell. Answer correctly supplies the operand referenced in the prior turn's difference calculation.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,17951.0,10.0,1994.0,0.022896,False
Single_MO/2012/page_44.pdf-4_q2,Single_MO/2012/page_44.pdf-4,2,Program,True,1.4%,1.4%,high,0.995,"All six checks pass. Operands correctly sourced and referenced. Growth-rate program (new−old)/old×100 matches question wording. Calculator trajectory confirms 10.2÷724.4×100 = 1.408%, rounds to 1.4%. Answer releases.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,20879.0,10.0,2080.0,0.024003999999999998,False
Single_UAA/2016/page_81.pdf-3_q0,Single_UAA/2016/page_81.pdf-3,0,Program,True,86.0,86,high,0.99,"All six checks pass. Both operands (42.0M for 2016, 44.0M for 2015) are correctly extracted from the cited sentence with 'respectively' structure, periods match the question exactly, program is a straightforward sum, calculator_trajectory confirms 42+44=86.0, and unit scale (millions) is consistent throughout.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25542.0,10.0,2430.0,0.024475999999999998,False
Single_UAA/2016/page_81.pdf-3_q1,Single_UAA/2016/page_81.pdf-3,1,Program,False,28.67,43,high,0.99,"All six checks pass: operand correctly sourced from prior turn (86.0), program correctly implements division by 3, calculator trajectory verified (28.67 is correct to 2 decimal places), units consistent throughout.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25019.0,10.0,3122.0,0.027658000000000002,False
Single_APD/2016/page_96.pdf-1_q0,Single_APD/2016/page_96.pdf-1,0,Program,True,218.6,218.6,high,0.99,"All six checks pass. Both operands (121.1 for 2016, 97.5 for 2015) are explicitly stated in post_text, periods match question exactly, sum operation matches 'combined' language, calculator confirms 121.1 + 97.5 = 218.6, and scale/formatting is consistent with source.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21958.0,10.0,2181.0,0.021545,False
Single_APD/2016/page_96.pdf-1_q1,Single_APD/2016/page_96.pdf-1,1,Program,True,351.0,351,high,0.995,"All six checks pass. The 2014 operand (132.4) is sourced directly from post_text. Prior-turn reference (218.6 for 2015+2016) is correctly resolved. Program correctly adds across all three years. Arithmetic verified: 218.6 + 132.4 = 351.0. Unit and scale consistent throughout.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,34064.0,10.0,3415.0,0.027733,False
Single_APD/2016/page_96.pdf-1_q2,Single_APD/2016/page_96.pdf-1,2,Program,True,117.0,117,high,0.99,All six checks pass: operand correctly sourced from prior turn's verified three-year total; period spans all three years as established; reference resolves to correct prior answer; program (divide by 3) matches the averaging operation; arithmetic verified by calculator (351/3=117.0); scale consistent with millions-denominated source.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,17365.0,10.0,2258.0,0.021886000000000003,False
Single_CB/2009/page_81.pdf-2_q0,Single_CB/2009/page_81.pdf-2,0,Program,True,797,797,high,0.99,"All six checks pass. Both operands (25,038M for 2009, 24,241M for 2008) correctly sourced from table; subtraction properly computes change from 2008 to 2009; calculator verified 25038 − 24241 = 797; units consistent with table scale (millions).","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24205.0,10.0,2372.0,0.024647999999999996,False
Single_CB/2009/page_81.pdf-2_q1,Single_CB/2009/page_81.pdf-2,1,Number,True,24241,24241,high,0.99,"All six checks pass. The value 24,241 is correctly located in the cited table cell for 2008 net unpaid losses ending balance, the period matches exactly, and the reference to prior-turn context is properly resolved. This is a straightforward follow-up lookup with no arithmetic required, and the trail's Type I classification accurately reflects continuation of the net unpaid losses thread from Q1.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,30570.0,10.0,2797.0,0.026217,False
Single_CB/2009/page_81.pdf-2_q2,Single_CB/2009/page_81.pdf-2,2,Program,True,3.3%,3.29%,high,0.99,"All six checks pass: operands correctly sourced from table and prior turns, periods (2008 base, 2009 change) align with Q1's scope, references resolve to correct prior answers, program correctly implements (change/base)×100, calculator trajectory verified, answer properly scaled as percentage with standard rounding.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,37044.0,10.0,3732.0,0.031488,False
Single_CDNS/2006/page_30.pdf-2_q0,Single_CDNS/2006/page_30.pdf-2,0,Program,False,16.61,11.15,high,0.99,"All operands verified in table (116.61 at Dec 31 2005, 100 at Dec 29 2001 for S&P 500). Period correct (2005 baseline). No prior references. Program (subtract) matches question phrasing (value less initial investment). Calculator correctly computed 116.61 - 100 = 16.61. Scale and units consistent throughout. Answer is directly supported by document.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,40567.0,18.0,3712.0,0.0373978,False
Double_HIG/2011/page_195.pdf_q0,Double_HIG/2011/page_195.pdf,0,Program,True,51.0,51,high,0.99,"All six checks pass. Values (20.0 and 31.0) correctly extracted from 2011 and 2010 columns, addition verified by calculator (20 + 31 = 51.0), scale and periods match question exactly.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,19859.0,10.0,1899.0,0.021183,False
Double_HIG/2011/page_195.pdf_q1,Double_HIG/2011/page_195.pdf,1,Program,True,110.0,110,high,0.99,All six checks pass. Prior total (51.0) correctly reused and verified; 2009 operand (59.0) correctly retrieved; addition computes to correct total (110.0) with valid calculator call. Periods match question scope (2009–2011 inclusive).,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21892.0,10.0,2205.0,0.022767,False
Double_HIG/2011/page_195.pdf_q2,Double_HIG/2011/page_195.pdf,2,Program,True,36.67,36.7,high,0.99,"All six checks pass: 110.0 (three-year sum from prior turn) divided by 3 via verified calculator tool yields 36.67; periods, operands, reference, operation, and units are all correct and traceable to source.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25744.0,10.0,2503.0,0.024249,False
Double_HIG/2011/page_195.pdf_q3,Double_HIG/2011/page_195.pdf,3,Program,False,-11.0,21,low,0.28,"program_matches fails: The question asks for ""the change in the balance of deferred sales""—the phrase ""the balance"" indicates the balance-sheet stock figure (balance end of year: 434 − 459 = −25), not the annual flow (sales inducements deferred: 20 − 31 = −11). The agent failed to re-plan when the current question's wording shifted from prior turns' explicit ""sales inducements deferred"" to ""the balance,"" and instead copied operands unchanged from the prior pattern.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""fail"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,63527.0,10.0,6195.0,0.043069,False
Single_HUM/2007/page_96.pdf-2_q0,Single_HUM/2007/page_96.pdf-2,0,Number,True,3.4,3.4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_HUM/2007/page_96.pdf-2_q1,Single_HUM/2007/page_96.pdf-2,1,Number,True,0.6,0.6,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_HUM/2007/page_96.pdf-2_q2,Single_HUM/2007/page_96.pdf-2,2,Program,True,4.0,4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_HUM/2007/page_96.pdf-2_q3,Single_HUM/2007/page_96.pdf-2,3,Program,False,unavailable,6.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_MAS/2012/page_92.pdf_q0,Double_MAS/2012/page_92.pdf,0,Program,True,16,16,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_MAS/2012/page_92.pdf_q1,Double_MAS/2012/page_92.pdf,1,Program,True,15.7%,15.7%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_CE/2007/page_125.pdf_q0,Double_CE/2007/page_125.pdf,0,Number,True,200,200,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_CE/2007/page_125.pdf_q1,Double_CE/2007/page_125.pdf,1,Number,True,193,193,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_CE/2007/page_125.pdf_q2,Double_CE/2007/page_125.pdf,2,Program,True,7,7,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_CE/2007/page_125.pdf_q3,Double_CE/2007/page_125.pdf,3,Program,True,0.036,3.6%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_CE/2007/page_125.pdf_q4,Double_CE/2007/page_125.pdf,4,Number,True,56,56,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_CE/2007/page_125.pdf_q5,Double_CE/2007/page_125.pdf,5,Program,True,28.0%,28.0%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_GS/2013/page_54.pdf-2_q0,Single_GS/2013/page_54.pdf-2,0,Number,True,34.4%,34,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_GS/2013/page_54.pdf-2_q1,Single_GS/2013/page_54.pdf-2,1,Program,True,0.34,.34,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_GS/2013/page_54.pdf-2_q2,Single_GS/2013/page_54.pdf-2,2,Program,False,-0.66,.64,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2011/page_216.pdf_q0,Double_ETR/2011/page_216.pdf,0,Number,True,1209,1209,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2011/page_216.pdf_q1,Double_ETR/2011/page_216.pdf,1,Number,True,4774,4774,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2011/page_216.pdf_q2,Double_ETR/2011/page_216.pdf,2,Program,True,25.3%,25.3%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_ETR/2011/page_216.pdf_q3,Double_ETR/2011/page_216.pdf,3,Program,True,24.64,24.6,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_BLL/2007/page_46.pdf-2_q0,Single_BLL/2007/page_46.pdf-2,0,Number,True,308.5,308.5,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_BLL/2007/page_46.pdf-2_q1,Single_BLL/2007/page_46.pdf-2,1,Number,True,279.6,279.6,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_BLL/2007/page_46.pdf-2_q2,Single_BLL/2007/page_46.pdf-2,2,Program,True,28.9,28.9,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_BLL/2007/page_46.pdf-2_q3,Single_BLL/2007/page_46.pdf-2,3,Program,True,0.10336,10.3%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_UA/2015/page_42.pdf-2_q0,Single_UA/2015/page_42.pdf-2,0,Program,True,529370,529370,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_UA/2015/page_42.pdf-2_q1,Single_UA/2015/page_42.pdf-2,1,Program,True,0.3,30%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_APD/2014/page_44.pdf-2_q0,Single_APD/2014/page_44.pdf-2,0,Number,True,2778.3,2778.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_APD/2014/page_44.pdf-2_q1,Single_APD/2014/page_44.pdf-2,1,Number,True,2559.8,2559.8,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_APD/2014/page_44.pdf-2_q2,Single_APD/2014/page_44.pdf-2,2,Program,True,108.5%,1.0853,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_APD/2014/page_44.pdf-2_q3,Single_APD/2014/page_44.pdf-2,3,Program,False,8.5%,8.53%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_CE/2014/page_90.pdf_q0,Double_CE/2014/page_90.pdf,0,Program,True,2.25,2.25,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_CE/2014/page_90.pdf_q1,Double_CE/2014/page_90.pdf,1,Program,False,2.25,2250000,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_SNA/2012/page_54.pdf_q0,Double_SNA/2012/page_54.pdf,0,Program,True,14.0%,14.0%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_SNA/2012/page_54.pdf_q1,Double_SNA/2012/page_54.pdf,1,Program,True,37.9%,37.9%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2010/page_39.pdf-2_q0,Single_LMT/2010/page_39.pdf-2,0,Number,True,8246.0,8246,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2010/page_39.pdf-2_q1,Single_LMT/2010/page_39.pdf-2,1,Number,True,972.0,972,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2010/page_39.pdf-2_q2,Single_LMT/2010/page_39.pdf-2,2,Program,True,7274.0,7274,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2010/page_39.pdf-2_q3,Single_LMT/2010/page_39.pdf-2,3,Program,False,11.8%,88.2%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_GS/2017/page_106.pdf_q0,Double_GS/2017/page_106.pdf,0,Program,True,10,10,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_GS/2017/page_106.pdf_q1,Double_GS/2017/page_106.pdf,1,Program,True,56.6%,57%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_GIS/2019/page_104.pdf_q0,Double_GIS/2019/page_104.pdf,0,Number,False,184.9,188.1,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AAPL/2002/page_23.pdf-1_q0,Single_AAPL/2002/page_23.pdf-1,0,Number,True,5363.0,5363,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AAPL/2002/page_23.pdf-1_q1,Single_AAPL/2002/page_23.pdf-1,1,Number,True,7983.0,7983,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AAPL/2002/page_23.pdf-1_q2,Single_AAPL/2002/page_23.pdf-1,2,Program,True,-2620.0,-2620,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AAPL/2002/page_23.pdf-1_q3,Single_AAPL/2002/page_23.pdf-1,3,Program,False,-32.8%,-32%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AAPL/2012/page_38.pdf_q0,Double_AAPL/2012/page_38.pdf,0,Number,True,50856,50856,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AAPL/2012/page_38.pdf_q1,Double_AAPL/2012/page_38.pdf,1,Number,True,18595,18595,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AAPL/2012/page_38.pdf_q2,Double_AAPL/2012/page_38.pdf,2,Program,True,32261,32261,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AAPL/2012/page_38.pdf_q3,Double_AAPL/2012/page_38.pdf,3,Program,True,28.3,28.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AES/2016/page_191.pdf-2_q0,Single_AES/2016/page_191.pdf-2,0,Number,True,369,369,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AES/2016/page_191.pdf-2_q1,Single_AES/2016/page_191.pdf-2,1,Number,True,373,373,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AES/2016/page_191.pdf-2_q2,Single_AES/2016/page_191.pdf-2,2,Program,True,-4,-4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AES/2016/page_191.pdf-2_q3,Single_AES/2016/page_191.pdf-2,3,Number,True,373,373,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AES/2016/page_191.pdf-2_q4,Single_AES/2016/page_191.pdf-2,4,Program,True,-1.1%,-1%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2014/page_31.pdf-2_q0,Single_LMT/2014/page_31.pdf-2,0,Number,True,187.74,187.74,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2014/page_31.pdf-2_q1,Single_LMT/2014/page_31.pdf-2,1,Number,True,176.96,176.96,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2014/page_31.pdf-2_q2,Single_LMT/2014/page_31.pdf-2,2,Program,True,10.78,10.78,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_LMT/2014/page_31.pdf-2_q3,Single_LMT/2014/page_31.pdf-2,3,Program,True,6.09%,6.1%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_INTC/2013/page_71.pdf-1_q0,Single_INTC/2013/page_71.pdf-1,0,Number,True,31561.0,31561,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_INTC/2013/page_71.pdf-1_q1,Single_INTC/2013/page_71.pdf-1,1,Number,True,26302.0,26302,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_INTC/2013/page_71.pdf-1_q2,Single_INTC/2013/page_71.pdf-1,2,Program,True,5259.0,5259,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_INTC/2013/page_71.pdf-1_q3,Single_INTC/2013/page_71.pdf-1,3,Number,True,26302.0,26302,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_INTC/2013/page_71.pdf-1_q4,Single_INTC/2013/page_71.pdf-1,4,Program,False,0.2,19.9%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_MRO/2009/page_58.pdf_q0,Double_MRO/2009/page_58.pdf,0,Program,False,-2%,2,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_AWK/2018/page_152.pdf_q0,Double_AWK/2018/page_152.pdf,0,Program,False,6993.9,66.26,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_GIS/2019/page_75.pdf_q0,Double_GIS/2019/page_75.pdf,0,Program,True,21.3,21.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_GIS/2019/page_75.pdf_q1,Double_GIS/2019/page_75.pdf,1,Program,True,53.3,53.3,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_GIS/2019/page_75.pdf_q2,Double_GIS/2019/page_75.pdf,2,Program,True,17.77,17.8,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Double_GIS/2019/page_75.pdf_q3,Double_GIS/2019/page_75.pdf,3,Program,True,-68.1,-68.2,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AMAT/2015/page_14.pdf-3_q0,Single_AMAT/2015/page_14.pdf-3,0,Number,True,1720,1720,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AMAT/2015/page_14.pdf-3_q1,Single_AMAT/2015/page_14.pdf-3,1,Number,True,1400,1400,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AMAT/2015/page_14.pdf-3_q2,Single_AMAT/2015/page_14.pdf-3,2,Program,True,320,320,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_AMAT/2015/page_14.pdf-3_q3,Single_AMAT/2015/page_14.pdf-3,3,Program,True,22.9%,22.9%,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
Single_ANET/2017/page_156.pdf-2_q0,Single_ANET/2017/page_156.pdf-2,0,Number,True,9.4,9.4,,,,{},rate_limited: rate_limited: You've hit your session limit · resets 8:10am (Australia/Sydney),,,,,True
