question_id,report_id,turn_index,gold_turn_type,correct,pred_answer,gold_answer,band,p_correct,reason,checks,error,latency_ms,input_tokens,output_tokens,cost_usd
Double_IP/2018/page_83.pdf_q2,Double_IP/2018/page_83.pdf,2,Program,True,0.17,17%,low,0.02,"Question explicitly asks for 'percentage change' but answer is reported as decimal (0.17) rather than percentage (~17.02). The program fails to multiply by 100, and the reported unit is wrong by a factor of 100.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""fail"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""fail""}",,69504,10,9174,0.058414200000000006
Double_IP/2018/page_83.pdf_q3,Double_IP/2018/page_83.pdf,3,Number,True,98,98,high,0.96,"Single-value lookup correctly retrieved from 2016 column, balance-at-year-end row; sign conversion (−98.0 → 98) consistent with Q2 precedent and standard financial reporting practice for liability magnitudes.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,63494,10,5639,0.040425199999999994
Double_IP/2018/page_83.pdf_q4,Double_IP/2018/page_83.pdf,4,Program,True,90,90,high,0.97,"All operands correctly traced to prior turns (which established absolute-value convention consistent with Q1); periods, program order, and arithmetic all verified; scale matches conversation pattern throughout.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,87226,10,8420,0.0547542
Double_IP/2018/page_83.pdf_q5,Double_IP/2018/page_83.pdf,5,Program,True,91.8%,92%,high,0.98,"All six checks pass: operands (90, 98) correctly sourced from table and prior turns; period base of 2016 correct; percentage change program (change/base)×100 correctly applied; calculator trajectory verified; answer on percent scale as requested. Minor residual uncertainty only from table's negative sign convention.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,27887,10,2696,0.026462199999999998
Double_FIS/2012/page_46.pdf_q0,Double_FIS/2012/page_46.pdf,0,Number,True,153.9,153.9,high,0.99,"All six checks pass. The answer correctly retrieves 153.9 million from the table's long-term debt row under the 'less than 1 year' column, which represents the current portion of long-term debt (current liabilities) as of December 31, 2012. No arithmetic was performed; this is a straightforward lookup. The accounting interpretation—that obligations due within one year equal current liabilities—is standard and sound.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,26146,10,2450,0.0242502
Double_FIS/2012/page_46.pdf_q1,Double_FIS/2012/page_46.pdf,1,Number,True,4385.5,4385.5,high,0.99,Direct table lookup; all operands match cited cells exactly; period consistent with prior turn; no arithmetic needed; scale correct.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22159,10,2075,0.022305199999999997
Double_FIS/2012/page_46.pdf_q2,Double_FIS/2012/page_46.pdf,2,Program,True,3.5%,3.5%,high,0.99,"All operands correctly sourced from table rows for Dec 31, 2012; prior references resolve accurately; percentage-share program matches question's phrasing exactly; arithmetic verified by calculator trajectory (153.9/4385.5 × 100 = 3.51%, reported as 3.5% with standard rounding); scale correct for percent request.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,20881,10,2013,0.0227872
Double_FIS/2012/page_46.pdf_q3,Double_FIS/2012/page_46.pdf,3,Program,True,71.9%,72%,high,0.99,"All operands verified in cited table cells; period correct for Dec 31, 2012; prior reference (Q2 total debt 4385.5) correctly resolved; operation matches question's percent-relation phrasing; calculator trajectory non-empty with 4385.5/6097.1×100=71.9% verified; scale appropriate for requested percentage.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25372,10,2491,0.0252512
Double_STT/2008/page_139.pdf_q0,Double_STT/2008/page_139.pdf,0,Number,True,200,200,high,0.99,"All six checks pass. Simple, unambiguous table lookup (200.0 in 2008 column) correctly retrieved and corroborated by narrative text stating the reserve totaled $200 million.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,20722,10,1910,0.0203382
Double_STT/2008/page_139.pdf_q1,Double_STT/2008/page_139.pdf,1,Number,True,892,892,high,0.99,"All six checks pass. Pure table lookup correctly retrieving 2008 total other expenses (892) for a Type I continuation turn; period context, source citation, and value all verified against the provided table.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,20083,10,1806,0.019856199999999997
Double_STT/2008/page_139.pdf_q2,Double_STT/2008/page_139.pdf,2,Program,True,22.4%,22.4%,high,0.995,All six checks pass. Both operands correctly sourced from 2008 table rows; period correctly inferred from prior turns; program correctly computes percentage share; arithmetic verified via non-empty trajectory matching reported answer; scale (percent) appropriate for the question's phrasing.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24922,10,2416,0.0234702
Double_STT/2008/page_139.pdf_q3,Double_STT/2008/page_139.pdf,3,Number,True,79,79,high,0.99,"Direct table lookup with value 79 correctly retrieved from 2007 securities processing row; period, scale, and format all match the question's request.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,17587,10,1542,0.0187402
Double_STT/2008/page_139.pdf_q4,Double_STT/2008/page_139.pdf,4,Number,True,478,478,high,0.99,Direct table lookup for 2007 total other expenses; operand (478) exactly matches cited cell; no arithmetic required; period and units correct.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,20924,10,1869,0.020429199999999998
Double_STT/2008/page_139.pdf_q5,Double_STT/2008/page_139.pdf,5,Program,True,16.5%,16.5%,high,0.99,"All six checks pass. Both operands (79.0 securities processing 2007, 478.0 total other expenses 2007) are verifiable in the source table. Period is correct (2007). References resolve correctly to the table rows. Program (divide then ×100) correctly computes a share as a percentage. Arithmetic is verified: 79÷478 = 0.16527..., ×100 = 16.527%, rounded to 16.5%. Scale is correct (percent form, not bare decimal).","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,26271,10,2622,0.024740199999999997
Single_OKE/2008/page_86.pdf-2_q0,Single_OKE/2008/page_86.pdf-2,0,Program,True,233629,233629,high,0.99,"All operands verified in source table with correct values and signs; periods match (2007, 2008); subtraction order correct (2008 value minus 2007 value for 'from X to Y' change); arithmetic confirmed by calculator; scale/units preserved throughout.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,26004,18,2202,0.029531500000000002
Single_OKE/2008/page_86.pdf-2_q1,Single_OKE/2008/page_86.pdf-2,1,Number,True,25171,25171,high,0.99,"Straightforward direct table lookup: 25171 appears verbatim as the 'net fair value of derivatives outstanding at december 31 2007' row value; period is exact; no arithmetic required; units (thousands of dollars) understood; answer correctly reuses the 2007 baseline from the prior turn's context.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,18277,10,1684,0.0199642
Single_OKE/2008/page_86.pdf-2_q2,Single_OKE/2008/page_86.pdf-2,2,Program,True,928.2%,928%,high,0.99,All operands sourced correctly from table/prior turns; program correctly implements percentage-change formula (net change / base × 100); calculator trajectory complete and verified; scale and magnitude appropriate for the question's request.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,27186,10,2805,0.0262472
Double_HUM/2005/page_80.pdf_q0,Double_HUM/2005/page_80.pdf,0,Program,True,11.1%,11.1%,high,0.99,"All checks pass. Both operands ($6.0M net tangible assets, $54.2M purchase price) are explicitly cited in the Dec 20, 2005 corphealth acquisition narrative. Program correctly computes percentage as requested. Calculator trajectory is complete and arithmetic verified. Answer properly expressed as percent scale with appropriate rounding.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24761,10,2444,0.0242882
Double_HUM/2005/page_80.pdf_q1,Double_HUM/2005/page_80.pdf,1,Program,False,172.9%,1.73,low,0.08,"period_matches and reference_resolved both fail: question explicitly asks about December 20, 2005 (Corphealth), but operands come from the Careplus table (February 16, 2005). The trail acknowledges this as a cross-acquisition pivot despite the \""that same date\"" constraint. For Corphealth, no separate cash figure is disclosed; only the table for Careplus provides both line items.","{""operand_in_source"": ""pass"", ""period_matches"": ""fail"", ""reference_resolved"": ""fail"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,43513,10,4501,0.0346152
Single_RSG/2008/page_56.pdf-1_q0,Single_RSG/2008/page_56.pdf-1,0,Number,False,2.4 billion,2.4,high,0.99,"Direct lookup turn: all six checks pass. Source explicitly states cost of operations as $2.4 billion for 2008; period, value, and scale all verified against the cited sentence in post_text.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,18379,10,1731,0.0210252
Single_JKHY/2014/page_30.pdf-2_q0,Single_JKHY/2014/page_30.pdf-2,0,Number,False,16.9%,116.85,high,0.99,"All six checks pass. The trail correctly retrieves 116.85 and 100.0 from the cumulative-return index for fiscal years 2010 and 2009, applies the correct percentage-change formula in the right order, executes it via calculator with verified arithmetic, and reports the result in percent scale at the requested precision.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25317,10,3368,0.0286582
Double_AMT/2005/page_32.pdf_q0,Double_AMT/2005/page_32.pdf,0,Program,False,1.0,56250,high,0.99,"All six checks pass. Direct lookup of 1.0 million warrants assumed in the August 2005 spectrasite merger, stated explicitly in the pre_text, scaled correctly to millions, no arithmetic needed. Minor semantic difference (assumed vs. issued) is inconsequential in context.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,33925,10,3237,0.0283712
Single_KIM/2010/page_86.pdf-2_q0,Single_KIM/2010/page_86.pdf-2,0,Program,True,-0.1,-0.1,high,0.99,"All operands precisely match the source sentence ($4.3M and $4.4M for 2010 and 2009 expenses), periods are correct, program is the standard year-over-year change calculation, arithmetic verified by calculator, and scale is consistent with the source document in millions of dollars.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,23265,10,2254,0.0235622
Single_KIM/2010/page_86.pdf-2_q1,Single_KIM/2010/page_86.pdf-2,1,Number,True,4.4,4.4,high,0.99,"All six checks pass. Straightforward direct lookup: 2009 expenses of $4.4 million read verbatim from pre_text sentence listing 2010, 2009, 2008 expenses as $4.3, $4.4, $4.4 million respectively.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,21976,10,2007,0.0218632
Single_KIM/2010/page_86.pdf-2_q2,Single_KIM/2010/page_86.pdf-2,2,Program,True,-2.3%,-2.3%,high,0.99,"All six checks pass. The operands (4.3, 4.4 millions) are verbatim from the source document; the percent-change formula is correct; the calculator trajectory is present and arithmetic is verified; and the answer is properly scaled to percent with appropriate rounding. The 2009-to-2010 period is correctly referenced from the prior turns.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,25187,10,2501,0.0250032
Single_EMN/2006/page_110.pdf-2_q0,Single_EMN/2006/page_110.pdf-2,0,Number,True,3.24%,3.24,low,0.6,"arithmetic_verified and unit_and_scale both fail: the trail flips the sign from -3.24 (documented in table) to 3.24% with no calculator step and no explicit sign-convention documentation. While the forfeiture rate example (-0.75 table vs 0.75% text) suggests a systematic encoding, this pattern is inferred rather than stated and not verified for dividend yield specifically. Withholding below 99% threshold.""","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""fail"", ""unit_and_scale"": ""fail""}",,120331,10,11071,0.0666052
Single_EMN/2006/page_110.pdf-2_q1,Single_EMN/2006/page_110.pdf-2,1,Number,True,3.29%,3.29,high,0.99,All six checks pass. Table value -3.29 correctly identified for 2005; negative sign is a formatting artifact (confirmed by forfeiture-rate parallel in text: -0.75 corresponds to 0.75%). Percentage scale consistent with Q1 and financial convention. Simple lookup with no arithmetic needed.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,46476,18,3732,0.0393221
Single_EMN/2006/page_110.pdf-2_q2,Single_EMN/2006/page_110.pdf-2,2,Program,True,-0.05,-.05,high,0.99,"All six checks pass. Trail correctly reuses prior answers (3.24% for 2006, 3.29% for 2005), computes difference in standard direction (2006 minus 2005), verifies arithmetic exactly (3.24 − 3.29 = −0.05), and reports at proper scale.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,114774,10,11401,0.06877720000000001
Single_EMN/2006/page_110.pdf-2_q3,Single_EMN/2006/page_110.pdf-2,3,Program,True,-1.5%,-1.5%,low,0.8,"operand_in_source fails: cited table cells show -3.24 and -3.29, but trail retrieves 3.24 and 3.29 (sign mismatch). Final answer is likely correct due to symmetry in the percent-change formula, but operand sourcing violates exact-match requirement.","{""operand_in_source"": ""fail"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,161198,10,15938,0.0917662
Single_IPG/2015/page_24.pdf-2_q0,Single_IPG/2015/page_24.pdf-2,0,Program,True,0.3655,0.3655,high,0.99,"All six checks pass. Both operands are correctly located in the table with precise values; the division operation accurately computes the proportion as the question requests; the calculator trajectory verifies the arithmetic (1,881,992 ÷ 5,148,881 = 0.36551..., reported as 0.3655); and the result is expressed in the correct scale as a decimal proportion.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,46853,10,4769,0.035569199999999995
Single_IPG/2015/page_24.pdf-2_q1,Single_IPG/2015/page_24.pdf-2,1,Program,True,36.6%,36.55,high,0.995,"All six checks pass. Prior turn's proportion (0.3655 = 1,881,992 / 5,148,881) correctly scaled by ×100 via calculator, properly rounded to 36.6% on percent scale as requested.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,23391,10,2240,0.022690199999999997
Double_EOG/2017/page_85.pdf_q0,Double_EOG/2017/page_85.pdf,0,Number,True,275305,275305,high,0.99,"All six checks pass. Direct table lookup: value 275305 correctly cited to 2017 column of 'interest net of capitalized interest' row, matches source exactly, no arithmetic required, units (thousands) properly noted.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,22437,10,1953,0.0203692
Double_EOG/2017/page_85.pdf_q1,Double_EOG/2017/page_85.pdf,1,Number,True,252030,252030,high,0.99,"Straightforward period lookup from same table row; all operands, periods, references, and scale verified correct.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,24435,10,2189,0.0216032
Double_EOG/2017/page_85.pdf_q2,Double_EOG/2017/page_85.pdf,2,Program,True,109.2%,1.09235,high,0.99,"All six checks pass. Both operands correctly sourced from table for the stated periods; references to prior turns are unambiguous; ""portion"" correctly triggers percent-scale response; calculator trajectory non-empty with final output matching rounded answer (109.235% → 109.2%).","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,33967,10,3115,0.0270332
Double_EOG/2017/page_85.pdf_q3,Double_EOG/2017/page_85.pdf,3,Program,True,9.2%,9.235%,high,0.995,All six checks pass. The operands (2017 and 2016 interest figures) are in the table; the periods are exact; the reference correctly resolves to turn 3's ratio; the program computes the growth rate by subtracting the baseline (1) and scaling to percent; the calculator trajectory executes this correctly (9.235...% rounded to 9.2%); and the final scale (percent) matches the question's implicit request for a percentage-change quantity.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,34595,10,3460,0.0288202
Double_EOG/2017/page_85.pdf_q4,Double_EOG/2017/page_85.pdf,4,Program,True,122.4%,1.2242,low,0.08,"Question asks for 2018 vs 2017; document contains no 2018 data. Trail applies unjustified year-shift substitution to compute 2017 vs 2016 instead, solving a different problem. period_matches and program_matches both fail.","{""operand_in_source"": ""pass"", ""period_matches"": ""fail"", ""reference_resolved"": ""pass"", ""program_matches"": ""fail"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,57366,18,5119,0.0478373
Double_EOG/2017/page_85.pdf_q5,Double_EOG/2017/page_85.pdf,5,Program,True,22.4%,22.42%,low,0.25,"Period mismatch: Q5 asked for 2018/2017 but computed 2017/2016 (only available data); Q6 references this mismatched value, so the operand does not correspond to the prior question's intended scope. While the arithmetic is correct given the operand, the answer is built on wrong years.","{""operand_in_source"": ""pass"", ""period_matches"": ""fail"", ""reference_resolved"": ""fail"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,109033,10,10812,0.06582420000000001
Single_UPS/2017/page_31.pdf-2_q0,Single_UPS/2017/page_31.pdf-2,0,Program,True,95.75,95.75,high,0.99,"All six checks pass: operands (195.75 and 100.0) match the cited table cells exactly for the named periods (12/31/2017 and 12/31/2012); subtraction (195.75 − 100.0) is the correct operation for ""change""; calculator trajectory confirms 95.75 output; scale is appropriate for a plain difference (not a percentage).","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,19990,10,1937,0.020695199999999997
Single_UPS/2017/page_31.pdf-2_q1,Single_UPS/2017/page_31.pdf-2,1,Program,True,95.8%,95.75%,high,0.99,"All six checks pass: operands correctly cited from prior turn and table, periods match the 2012–2017 scope, references resolve accurately, program correctly computes percentage as (change/base)×100, calculator trajectory verifies 95.75 rounded to 95.8%, and result is properly scaled to percent form as requested.","{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,23905,10,2361,0.0230092
Single_CAT/2017/page_113.pdf-3_q0,Single_CAT/2017/page_113.pdf-3,0,Number,True,316,316,high,0.98,All six checks pass. Direct table lookup from schedule of expected amortization for 2019; value 316 explicitly present in cited source under millions-of-dollars context.,"{""operand_in_source"": ""pass"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""pass"", ""unit_and_scale"": ""pass""}",,34350,10,3489,0.0285512
Single_CAT/2017/page_113.pdf-3_q1,Single_CAT/2017/page_113.pdf-3,1,Number,True,322,322,low,0.22,"operand_in_source and arithmetic_verified are cannot_tell: the value 322 for 2018 does not appear in the provided table JSON (which shows only 2019–2022), the citation relies on an unlabeled/implicit period rather than explicit cell reference, and the value cannot be relocated in the given source. Plausible but unverifiable.","{""operand_in_source"": ""cannot_tell"", ""period_matches"": ""pass"", ""reference_resolved"": ""pass"", ""program_matches"": ""pass"", ""arithmetic_verified"": ""cannot_tell"", ""unit_and_scale"": ""pass""}",,134253,10,10661,0.06443320000000001
